date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:42:43	58622/58622	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:43%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:44	63985/63985	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:44%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:45	52601/52601	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:45%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:46	216/216	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:46%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:47	53639/53639	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:47%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:48	60761/60761	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:48%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:49	44020/44020	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:49%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:50	49798/49798	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:50%20GMT	https://www.bancopatagonia.com.ar/nyps/seguros/index.php	/home/pablo/websites/bancopatagonia_2025/nyps/seguros/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:51	49917/49917	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:51%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:52	59654/59654	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:52%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/factura-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:53	46566/46566	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:53%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:54	64067/64067	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:54%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.php	/home/pablo/websites/bancopatagonia_2025/nyps/productos-y-servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:55	61265/61265	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:55%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.php	/home/pablo/websites/bancopatagonia_2025/pyme/cuentas/pequenas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:56	61402/61402	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:56%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.php	/home/pablo/websites/bancopatagonia_2025/pyme/cuentas/medianas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:57	52899/52899	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:57%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.php	/home/pablo/websites/bancopatagonia_2025/pyme/cuentas/patagonia-consorcio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:58	48066/48066	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:58%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.php	/home/pablo/websites/bancopatagonia_2025/pyme/cuentas/cuenta-corriente.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:59	66722/66722	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:59%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.php	/home/pablo/websites/bancopatagonia_2025/pyme/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:00	47208/47208	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:00%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.php	/home/pablo/websites/bancopatagonia_2025/pyme/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:01	62399/62399	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:01%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.php	/home/pablo/websites/bancopatagonia_2025/pyme/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:02	47730/47730	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:02%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.php	/home/pablo/websites/bancopatagonia_2025/pyme/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:03	48944/48944	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:03%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia_2025/pyme/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:04	48896/48896	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:04%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.php	/home/pablo/websites/bancopatagonia_2025/pyme/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:05	51093/51093	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:05%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.php	/home/pablo/websites/bancopatagonia_2025/pyme/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:06	100445/100445	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:06%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/pablo/websites/bancopatagonia_2025/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:07	50278/50278	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:07%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.php	/home/pablo/websites/bancopatagonia_2025/pyme/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:08	47980/47980	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:08%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.php	/home/pablo/websites/bancopatagonia_2025/pyme/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:09	47680/47680	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:09%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.php	/home/pablo/websites/bancopatagonia_2025/pyme/financiacion/alternativas-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:10	236/236	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:10%20GMT	https://www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.php	/home/pablo/websites/bancopatagonia_2025/pyme/seguros/protege-tus-bienes/integral-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:11	51723/51723	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:11%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.php	/home/pablo/websites/bancopatagonia_2025/pyme/inversiones/plazo-fijo.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:12	80727/80727	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:12%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.php	/home/pablo/websites/bancopatagonia_2025/pyme/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:13	48045/48045	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:13%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.php	/home/pablo/websites/bancopatagonia_2025/pyme/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:14	178/178	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:14%20GMT	https://www.bancopatagonia.com.ar/pyme/oficina-virtual-cobranzas.php	/home/pablo/websites/bancopatagonia_2025/pyme/oficina-virtual-cobranzas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:15	47009/47009	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:15%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/recaudaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:16	46415/46415	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:16%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/pagos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:17	48304/48304	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:17%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/tarjetas-comerciales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:18	51739/51739	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:18%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:19	46944/46944	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:19%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/pago-de-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:20	45665/45665	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:20%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interbanking.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/interbanking.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:21	60743/60743	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:21%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interfacturas.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/interfacturas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:22	47697/47697	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:22%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos-afip.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:23	64705/64705	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:23%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/wapa.php	/home/pablo/websites/bancopatagonia_2025/pyme/servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:24	47035/47035	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:24%20GMT	https://www.bancopatagonia.com.ar/agro/convenios/acuerdos-y-beneficios.php	/home/pablo/websites/bancopatagonia_2025/agro/convenios/acuerdos-y-beneficios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:25	78579/78579	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:25%20GMT	https://www.bancopatagonia.com.ar/agro/financiacion/maquinaria-agricola.php	/home/pablo/websites/bancopatagonia_2025/agro/financiacion/maquinaria-agricola.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:26	55347/55347	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:26%20GMT	https://www.bancopatagonia.com.ar/agro/seguros/campo.php	/home/pablo/websites/bancopatagonia_2025/agro/seguros/campo.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:27	47659/47659	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:27%20GMT	https://www.bancopatagonia.com.ar/agro/tarjeta-patagonia-agro/para-usuarios.php	/home/pablo/websites/bancopatagonia_2025/agro/tarjeta-patagonia-agro/para-usuarios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:28	47525/47525	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:28%20GMT	https://www.bancopatagonia.com.ar/agro/tarjeta-patagonia-agro/para-comercios.php	/home/pablo/websites/bancopatagonia_2025/agro/tarjeta-patagonia-agro/para-comercios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:29	66437/66437	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:29%20GMT	https://www.bancopatagonia.com.ar/agro/tarjeta-patagonia-agro/acuerdo-tasa-0.php	/home/pablo/websites/bancopatagonia_2025/agro/tarjeta-patagonia-agro/acuerdo-tasa-0.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:30	46489/46489	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:30%20GMT	https://www.bancopatagonia.com.ar/agro/cuenta-agro/cuenta-agro.php	/home/pablo/websites/bancopatagonia_2025/agro/cuenta-agro/cuenta-agro.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:31	51556/51556	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:31%20GMT	https://www.bancopatagonia.com.ar/agro/insumos/index.php	/home/pablo/websites/bancopatagonia_2025/agro/insumos/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:32	49061/49061	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:32%20GMT	https://www.bancopatagonia.com.ar/empresas/financiacion/convenios-de-financiacion.php	/home/pablo/websites/bancopatagonia_2025/empresas/financiacion/convenios-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:33	80266/80266	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:33%20GMT	https://www.bancopatagonia.com.ar/agro/inversiones/fondos-comunes-de-inversion.php	/home/pablo/websites/bancopatagonia_2025/agro/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:34	47031/47031	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:34%20GMT	https://www.bancopatagonia.com.ar/agro/inversiones/fidecomisos-financieros.php	/home/pablo/websites/bancopatagonia_2025/agro/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:35	50748/50748	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:35%20GMT	https://www.bancopatagonia.com.ar/agro/inversiones/plazos-fijos.php	/home/pablo/websites/bancopatagonia_2025/agro/inversiones/plazos-fijos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:36	47479/47479	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:36%20GMT	https://www.bancopatagonia.com.ar/agro/comercio-exterior/solicitud-electronica.php	/home/pablo/websites/bancopatagonia_2025/agro/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:37	48693/48693	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:37%20GMT	https://www.bancopatagonia.com.ar/agro/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia_2025/agro/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:38	48645/48645	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:38%20GMT	https://www.bancopatagonia.com.ar/agro/comercio-exterior/otros-servicios.php	/home/pablo/websites/bancopatagonia_2025/agro/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:39	50839/50839	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:39%20GMT	https://www.bancopatagonia.com.ar/agro/comercio-exterior/herramientas-para-exportar.php	/home/pablo/websites/bancopatagonia_2025/agro/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:40	99983/99983	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:40%20GMT	https://www.bancopatagonia.com.ar/agro/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/pablo/websites/bancopatagonia_2025/agro/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:41	65579/65579	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:41%20GMT	https://www.bancopatagonia.com.ar/empresas/patagonia-sueldo/servicios.php	/home/pablo/websites/bancopatagonia_2025/empresas/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:42	46487/46487	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:42%20GMT	https://www.bancopatagonia.com.ar/empresas/patagonia-sueldo/preguntas-frecuentes.php	/home/pablo/websites/bancopatagonia_2025/empresas/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:43	61876/61876	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:43%20GMT	https://www.bancopatagonia.com.ar/empresas/patagonia-sueldo/guia-implementacion.php	/home/pablo/websites/bancopatagonia_2025/empresas/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:44	46779/46779	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:44%20GMT	https://www.bancopatagonia.com.ar/empresas/comercio-exterior/solicitud-electronica.php	/home/pablo/websites/bancopatagonia_2025/empresas/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:45	48129/48129	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:45%20GMT	https://www.bancopatagonia.com.ar/empresas/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia_2025/empresas/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:46	47963/47963	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:46%20GMT	https://www.bancopatagonia.com.ar/empresas/comercio-exterior/otros-servicios.php	/home/pablo/websites/bancopatagonia_2025/empresas/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:47	50168/50168	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:47%20GMT	https://www.bancopatagonia.com.ar/empresas/comercio-exterior/herramientas-para-exportar.php	/home/pablo/websites/bancopatagonia_2025/empresas/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:48	97683/97683	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:48%20GMT	https://www.bancopatagonia.com.ar/empresas/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/pablo/websites/bancopatagonia_2025/empresas/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:49	49297/49297	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:49%20GMT	https://www.bancopatagonia.com.ar/empresas/financiacion/patagonia-leasing.php	/home/pablo/websites/bancopatagonia_2025/empresas/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:50	47031/47031	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:50%20GMT	https://www.bancopatagonia.com.ar/empresas/financiacion/mercado-capitales.php	/home/pablo/websites/bancopatagonia_2025/empresas/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:51	46542/46542	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:51%20GMT	https://www.bancopatagonia.com.ar/empresas/financiacion/alternativas-de-financiacion.php	/home/pablo/websites/bancopatagonia_2025/empresas/financiacion/alternativas-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:52	50835/50835	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:52%20GMT	https://www.bancopatagonia.com.ar/empresas/inversiones/plazos-fijos.php	/home/pablo/websites/bancopatagonia_2025/empresas/inversiones/plazos-fijos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:53	79847/79847	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:53%20GMT	https://www.bancopatagonia.com.ar/empresas/inversiones/fondos-comunes-de-inversion.php	/home/pablo/websites/bancopatagonia_2025/empresas/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:54	45187/45187	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:54%20GMT	https://www.bancopatagonia.com.ar/empresas/inversiones/compra-venta-titulos-acciones.php	/home/pablo/websites/bancopatagonia_2025/empresas/inversiones/compra-venta-titulos-acciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:55	44711/44711	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:55%20GMT	https://www.bancopatagonia.com.ar/empresas/inversiones/custodia-de-titulos.php	/home/pablo/websites/bancopatagonia_2025/empresas/inversiones/custodia-de-titulos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:56	46838/46838	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:56%20GMT	https://www.bancopatagonia.com.ar/empresas/inversiones/fidecomisos-financieros.php	/home/pablo/websites/bancopatagonia_2025/empresas/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:57	178/178	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:57%20GMT	https://www.bancopatagonia.com.ar/empresas/oficina-virtual-cobranzas.php	/home/pablo/websites/bancopatagonia_2025/empresas/oficina-virtual-cobranzas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:58	48222/48222	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:58%20GMT	https://www.bancopatagonia.com.ar/empresas/patagonia-movil-empresas.php	/home/pablo/websites/bancopatagonia_2025/empresas/patagonia-movil-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:43:59	45748/45748	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:43:59%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/pagos.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/pagos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:44:00	46342/46342	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:44:00%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/recaudaciones.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/recaudaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:44:01	46098/46098	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:44:01%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/pago-de-servicios.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/pago-de-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:44:02	45001/45001	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:44:02%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/interbanking.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/interbanking.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:44:03	60062/60062	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:44:03%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/interfacturas.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/interfacturas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:44:04	47758/47758	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:44:04%20GMT	https://www.bancopatagonia.com.ar/empresas/servicios/tarjetas-comerciales.php	/home/pablo/websites/bancopatagonia_2025/empresas/servicios/tarjetas-comerciales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
